,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
2576,166,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Joe Thomas,0
2577,167,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Lou Sanders,0
2578,168,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Paul Sinha,0
2579,169,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Sian Gibson,5
2580,170,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Iain Stirling,0
2581,171,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Joe Thomas,0
2582,172,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Lou Sanders,5
2583,173,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Paul Sinha,0
2584,174,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Sian Gibson,0
2585,175,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Iain Stirling,3
2586,176,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Joe Thomas,4
2587,177,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Lou Sanders,5
2588,178,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Paul Sinha,4
2589,179,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Sian Gibson,2
2590,180,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Iain Stirling,0
2591,181,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Joe Thomas,5
2592,182,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Lou Sanders,4
2593,183,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Paul Sinha,3
2594,184,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Sian Gibson,0
2595,185,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Iain Stirling,4
2596,186,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Joe Thomas,5
2597,187,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Lou Sanders,2
2598,188,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Paul Sinha,3
2599,189,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Sian Gibson,2
2600,190,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Iain Stirling,3
2601,191,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Joe Thomas,5
2602,192,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Lou Sanders,2
2603,193,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Paul Sinha,3
2604,194,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Sian Gibson,2
2605,195,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Iain Stirling,0
2606,196,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Joe Thomas,5
2607,197,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Lou Sanders,0
2608,198,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Paul Sinha,0
2609,199,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Sian Gibson,5
2610,200,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Iain Stirling,3
2611,201,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Joe Thomas,4
2612,202,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Lou Sanders,2
2613,203,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Paul Sinha,5
2614,204,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Prize: Nicest thing to hold.,Sian Gibson,3
2615,205,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Iain Stirling,5
2616,206,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Joe Thomas,2
2617,207,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Lou Sanders,2
2618,208,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Paul Sinha,4
2619,209,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Make the best portrait of a former Taskmaster contestant using sand and one tool. You must randomly select your tool with the die. Only air may touch the sand.,Sian Gibson,1
2620,210,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Iain Stirling,5
2621,211,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Joe Thomas,0
2622,212,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Lou Sanders,5
2623,213,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Paul Sinha,5
2624,214,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),"Team: Catch the red balls in things from the shed. Catch the yellow balls in clothing. Don't let the green balls touch anything other than the grass. Catch the blue ball with something from the kitchen. Red balls are 1 point, yellow balls are 2 points, the blue ball is 5 points, and you lose 2 points for every green ball that touches anything other than the grass.",Sian Gibson,0
2625,215,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Iain Stirling,5
2626,216,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Joe Thomas,1
2627,217,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Lou Sanders,3
2628,218,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Paul Sinha,2
2629,219,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Get the beach ball across the finishing line. Only water can touch the beach ball.,Sian Gibson,4
2630,220,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Iain Stirling,0
2631,221,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Joe Thomas,0
2632,222,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Lou Sanders,0
2633,223,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Paul Sinha,5
2634,224,Series 8,Episode 8: Aquatic sewing machine. (26 June 2019),Live: Complete the five-syllable word started by the Taskmaster. An earlier guess scores more points. Guess incorrectly and lose all your points.,Sian Gibson,0
2635,225,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Iain Stirling,4
2636,226,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Joe Thomas,3
2637,227,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Lou Sanders,5
2638,228,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Paul Sinha,4
2639,229,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Prize: Best form of protection.,Sian Gibson,3
2640,230,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Iain Stirling,3
2641,231,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Joe Thomas,1
2642,232,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Lou Sanders,5
2643,233,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Paul Sinha,2
2644,234,Series 8,Episode 9: I've been a bit ill. (3 July 2019),Bounce one of the balls into the bin. Most bounces between propulsion of the ball and landing in the bin wins. You must use the first ball you touch.,Sian Gibson,4
